specimen_id	e-type	m-type	me-type	upright_angle	soma_distance_from_pia	estimated_shrinkage_factor	estimated_slice_angle	line_name	specimen__hemisphere	structure__acronym	structure_parent__acronym	structure__layer	nr__max_euclidean_distance	nr__number_stems	nr__number_bifurcations	nr__average_contraction	nr__average_parent_daughter_ratio	ef__fast_trough_v_long_square	ef__upstroke_downstroke_ratio_long_square	ef__adaptation	ef__f_i_curve_slope	ef__threshold_i_long_square	ef__tau	ef__avg_isi	ef__avg_firing_rate	ef__ri	ef__peak_t_ramp	ef__vrest	si__height	si__width	csl__x	csl__y	csl__z	csl__normalized_depth	cell_reporter_status	m__glif	m__biophys	m__biophys_perisomatic	m__biophys_all_active	tag__apical	tag__dendrite_type	donor__age	donor__sex	donor__disease_state	donor__race	donor__years_of_seizure_history	cell_set_preferred_alias	cell_set_ label	cell_set_ accession	cell_set_ aligned_alias	cell_set_  additional_alias	cell_set_ alias_citation	cell_set_ structure	cell_set_ ontology_tag	nomenclature_taxonomy_id	nomenclature_species	nomenclature_modality
320207387	Exc_3	Spiny_12	ME_Exc_13	216.29020924884	508.616821269614	2.21528546974	8.27964251061999	Scnn1a-Tg3-Cre	right	VISp4	VISp	4	547.6686074543979	6.0	36.0	0.8932807440496071	0.866554624235737	-48.40625	3.0986918206120895	0.11353204029935401	0.14621212150986904	170.0	15.7470055984322	91.175	10.967918837400598	171.562537550926	4.50525666666667	-67.6110000610352	7595.0	7581.0	8650.43021458048	1044.3715856362899	3106.54285335313	0.501849374727372	positive	5	2	1	1	intact	spiny						ME_Exc_13	ME 30	CS201906170_30	L5 IT	Tufted L5|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
320668879	Exc_3	Spiny_9	ME_Exc_13	284.953652018071	497.056734285519	3.93586005831	8.89602582561	Scnn1a-Tg2-Cre	left	VISp4	VISp	4	463.957911725137	12.0	46.0	0.8560023663571109	0.814459806450376	-46.0625	3.30288892397915		0.12035830753531501	70.0	28.219042743558997	225.13	4.441878026029411	198.593750596046	4.28508666666667	-74.0220184326172	9442.0	7590.0	8697.030901275491	1151.6186821403999	8442.62714664687	0.515698511140833	positive	0	2	1	1	intact	spiny						ME_Exc_13	ME 30	CS201906170_30	L5 IT	Tufted L5|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
321708130	Inh_11	Aspiny_4	ME_Inh_6	165.768563621035	816.058572085458	3.40136054422	-10.1659315987	Pvalb-IRES-Cre	right	VISp5	VISp	5	171.928464877489	7.0	18.0	0.914024222762743	0.9144983246737171	-60.65625	1.5456150204431103	0.00033726546767561097	1.04285746593871	370.0	7.83297565725698	11.1551136363636	89.64498548362481	103.750072419643	14.121235	-81.0082778930664	5745.0	5754.0	8618.0	1369.4324205859698	3174.10337433115	0.757310128575636	positive	0	1	1	0		aspiny						ME_Inh_6	ME 06	CS201906170_6		Wide axon, large dendrites L6|FS transient & sustained 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
321906005	Exc_3	Spiny_5	ME_Exc_18	143.569392446873	503.19409931625	2.21088435374	-5.57219780396	Nr5a1-Cre	left	VISpm4	VISpm	4	324.085195788515	4.0	21.0	0.897259886172086	0.871803099002796	-49.34375	3.05444884735435	0.0320481522715745	0.15297620164023498	110.0	21.026399031766	63.9953571428572	15.6261335922807	155.781254172325	5.4734383333333305	-81.7539978027344	7642.0	5885.0	8360.00000000001	728.547429336164	7424.3004385102695	0.49105944110072797	positive	0	2	1	1	intact	spiny						ME_Exc_18	ME 29	CS201906170_29		Non-tufted L4|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
323452196	Inh_10	Aspiny_10	ME_Inh_11	132.392836861903	990.891894827143	2.41794112313	-20.9368226196	Sst-IRES-Cre	right	VISp6a	VISp	6a	197.455069650288	6.0	6.0	0.93187574293598	0.852782596468727	-65.8125	1.2636773215394699	0.00275832721013023	0.542210144927536	270.0	9.880049893029131	12.570641025641	79.55043803734809	104.68788444995899	9.8682575	-72.1359558105469	7592.0	7597.0	9023.23570814057	1886.9714200855801	2729.3802399228603	0.92342542970369	positive	0	1	1	0		aspiny						ME_Inh_11	ME 11	CS201906170_11		Ascending axon L5, L6|FS delayed/pausing 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
323475862	Inh_5	Aspiny_9	ME_Inh_26	33.0925247109633	607.239560066408	3.67098772513	-4.12446676227	Sst-IRES-Cre	left	VISp5	VISp	5	198.75738366536203	6.0	14.0	0.8963491457274491	0.8451826773495941	-52.84375	2.14434464861127	0.262937554653921	0.112884160756501	70.0	36.3739686150601	160.955	6.21291665372309	320.535778999329	3.1508849999999997	-70.04547119140621	5743.0	7582.0	8277.624721020391	1252.35272652823	8520.35104007605	0.5968025719657071	positive	0	1	1	0		aspiny						ME_Inh_26	ME 26	CS201906170_26		Ascending small axon L5, L4|mid-width AP transient/irregular 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
323865917	Exc_3	Spiny_11	ME_Exc_17	181.018857293581	564.848635877862	3.13283208019999	-1.18402288918	Scnn1a-Tg3-Cre	left	VISp5	VISp	5	507.620655658534	6.0	35.0	0.8767203343516329	0.8832488792818609	-47.75	2.97419423435741	0.0267317211648439	0.16428571428571398	70.0	23.182754887376102	94.2335	10.6119373683457	166.250005364418	3.42154166666667	-69.40285491943361	9443.0	5762.0	8125.0	904.8418030289861	7819.69986630448	0.608589715882724	positive	0	1	1	0	intact	spiny																
324025297	Exc_3	Spiny_4	ME_Exc_17	273.945306549969	464.291222249453	2.68211565283	-6.42735712306	Rorb-IRES2-Cre	right	VISp4	VISp	4	451.569389320423	10.0	26.0	0.9067970700210629	0.8570369632735542	-45.875	3.60986538483681	0.0259485715029668	0.18333333333333302	70.0	27.990120963748698	81.8504545454545	12.2174031354299	231.562495231628	3.6542233333333303	-74.45582580566409	9462.0	9450.0	8457.15362182241	1055.4622370303698	3106.16143352459	0.485657315577684	positive	5	1	1	0	intact	spiny																
324025371	Exc_3	Spiny_4	ME_Exc_17	217.805889350366	390.448973929687	1.83945113909	25.3769335252	Rorb-IRES2-Cre	right	VISp4	VISp	4	363.176650722593	6.0	27.0	0.8892924111754829	0.903473113669189	-47.65625	2.86170822269556	0.0436978474860964	0.208157894736842	90.0	31.501610156932603	72.69958333333331	13.7552370199279	223.437502980232	4.10765666666667	-72.134880065918	5739.0	7584.0	9326.14017165814	964.4180728742709	3487.94544341732	0.382170533129105	positive	2	1	1	0	intact	spiny																
324266189	Inh_6	Aspiny_1	ME_Inh_25	154.796754541862	321.145936807381	2.21197529394	-2.20749706544999	Sst-IRES-Cre	right	VISp2/3	VISp	2/3	183.250753631247	4.0	12.0	0.885431022028078	0.849701344596509	-63.249996185302706	1.7641552025162102	0.00907719143355048	0.36943277310924394	70.0	23.790068991736103	47.4734210526316	21.0644183171747	236.249998211861	3.4258050000000004	-67.1558456420898	7583.0	5733.0	8204.94757441442	1065.63599899412	2604.26961553893	0.35430650710386796	positive	2	2	1	1		sparsely spiny						ME_Inh_25	ME 25	CS201906170_25		L1-innervating ascending axon L2/3, L4 & ascending large axon L5|mid-width AP adapting 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
324493977	Inh_6	Aspiny_1	ME_Inh_15	207.331781508371	266.56197481549	3.13822979226	21.8094781215	Sst-IRES-Cre	right	VISp2/3	VISp	2/3	208.70436161606702	6.0	28.0	0.912228629394595	0.9318270477529399	-52.343753814697294	1.5258010763777599	0.00444071360292892	0.34169961103912705	119.99999237060499	19.8981590320805	44.7261904761905	22.3582645727974	185.937494039536	5.82462166666667	-71.815055847168	5759.0	7604.0	9419.341545048159	1186.5318034339	2730.0779999247698	0.23921051266659502	positive	5	2	1	1		aspiny						ME_Inh_15	ME 15	CS201906170_15		L1-innervating ascending axon L2/3, L4|mid-width AP adapting & FS pausing 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
324521027	Exc_3	Spiny_9	ME_Exc_13	144.785506639647	535.130169278104	2.15225944195999	18.0525572744	Scnn1a-Tg2-Cre	right	VISp4	VISp	4	494.395036763841	9.0	32.0	0.8921097699135359	0.7931151337220749	-46.5	3.50266862659223	0.0239902801889654	0.175628625271099	59.999996185302706	22.8166202229077	68.4515384615384	14.608875453718	150.624990463257	4.21386166666667	-72.6047592163086	7573.0	9446.0	9139.73742487809	1194.75517660981	3102.20009567149	0.476678097981444	positive	0	1	1	0	intact	spiny						ME_Exc_13	ME 30	CS201906170_30	L5 IT	Tufted L5|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
325941643	Exc_3	Spiny_11	ME_Exc_6	161.260305280941	715.925066688291	2.76067691797999	2.16880685523	Rbp4-Cre_KL100	left	VISp6a	VISp	6a	444.852986764841	10.0	27.0	0.845840074923783	0.7839538009861461	-42.4375	4.70933606031171	0.0833337734985903	0.0857142931425651	130.0	45.46543759992289	131.882857142857	7.58248662232718	148.437514901161	5.4946066666666695	-72.23789978027341	5746.0	5745.0	8146.79779878	1259.80710657	8053.79970067	0.824517519898982	positive	0	1	1	0	intact	spiny						ME_Exc_6	ME 33	CS201906170_33		Wide, short L6a & tufted (large basal) L5|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
327962063	Inh_3	Aspiny_13	ME_Inh_2	202.334201449042	251.966324076991	3.49491140898999	16.8124979437	Htr3a-Cre_NO152	right	VISp2/3	VISp	2/3	265.22226197974	3.0	20.0	0.8797182633771709	0.9102529527866701	-52.500003814697294	2.99437911380745	0.016399262850573998	0.4576719576719579	50.0	15.78023149214	29.422424242424302	33.9876820400848	279.062509536743	3.00173	-73.481330871582	5745.0	5752.0	9094.0	705.7704883053469	3826.5282258254206	0.250539168459047	positive	2	2	1	1		aspiny						ME_Inh_2	ME 02	CS201906170_2		Descending axon, bidirectional dendrites L2/3|transient & irregular, sharp sag 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
329550137	Exc_3	Spiny_4	ME_Exc_17	125.855248463694	447.467112355008	2.28693823593	14.4406690908999	Rorb-IRES2-Cre	left	VISp4	VISp	4	447.114269808748	8.0	24.0	0.8827781765517559	0.9691627763128791	-44.5	3.41944095937166	0.0170197336637812	0.30298012232676896	59.999996185302706	34.7774554417562	45.68575	21.8886633140531	293.437510728836	2.591625	-64.6614532470703	7618.0	7619.0	8953.33467809805	1408.56805665386	8878.82984008563	0.43026108271606295	positive	0	1	1	0	intact	spiny																
329550277	Exc_3	Spiny_6	ME_Exc_19	145.99347285357	444.94245337581	3.71428571429	-11.7998007744	Rorb-IRES2-Cre	right	VISp4	VISp	4	174.49941858562198	5.0	26.0	0.8841301538721409	0.9977180631575381	-49.78125	3.25422276789713	0.0975648984683188	0.146996134664353	110.0	21.1852333171595	99.8416666666667	10.015858442534	169.687539339066	4.54976666666667	-81.57408142089841	9468.0	9467.0	8860.13330470803	1017.8914032649301	3321.75551993544	0.42495472654201893	positive	2	0	0	0	intact	spiny																
333604946	Inh_13	Aspiny_8	ME_Inh_12	227.751743580467	347.950740253314	3.07414104882	-21.0627992834	Pvalb-IRES-Cre	left	VISp2/3	VISp	2/3	173.483700258439	6.0	18.0	0.900890173455981	0.95925567924672	-54.0	1.3180304654657602	0.0063711964926447704	0.7452160305501491	230.0	7.1866761920389495	22.67625	44.0990022600739	114.062502980232	10.992818333333302	-73.1888122558594	5761.0	5759.0	9278.62419924	1426.41170974	8840.63333726	0.312988202203568	positive	0	2	1	1		aspiny						ME_Inh_12	ME 12	CS201906170_12		Small axon, intersecting dendrites|FS delayed/pausing 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
333785962	Inh_2	Aspiny_9	ME_Inh_13	133.873988566353	519.050001875365	2.94587687708	-2.26629065979	Pvalb-IRES-Cre	right	VISp5	VISp	5	244.535000351974	4.0	23.0	0.93548035494889	0.823549480663284	-57.218753814697294	1.1475003704720501		0.7664774604375991	370.0	7.55196410142641	5.5700000000000705	179.53321364452202	107.18750208616301	14.743865	-75.84934997558591	5745.0	5752.0	8114.52231758785	1204.27156000465	2864.70423993653	0.577539929868268	positive	0	0	0	0		aspiny						ME_Inh_13	ME 13	CS201906170_13		Ascending small axon L5, L4|FS transient & sustained 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
341442651	Inh_12	Aspiny_7	ME_Inh_10	225.56431208911	203.19262819878	2.20458553792	-22.5824356111	Pvalb-IRES-Cre	left	VISp2/3	VISp	2/3	156.915589606259	9.0	34.0	0.9106429258248291	0.882168958928913	-57.781253814697294	1.27006529374991	-0.00857484282178887	0.577354454302538	350.0	6.8523108291805	29.3043333333333	34.1246459567982	66.5624216198921	15.868245000000002	-82.11767578125	5756.0	5762.0	9489.24257509068	1066.89653012974	8351.38936006894	0.192829221330121	positive	2	2	1	1		aspiny						ME_Inh_10	ME 10	CS201906170_10		Ascending axon|FS delayed & sustained 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
348592897	Exc_3	Spiny_3	ME_Exc_13	159.614741879613	449.848480856097	1.85029036342	15.121786259	Scnn1a-Tg2-Cre	left	VISp4	VISp	4	456.395341699069	9.0	39.0	0.8625809671281279	0.925910492607193	-44.75	3.1167015939779703	0.026535630441472	0.11571428571428599	130.0	23.432006315466598	97.82	10.222858311183801	116.71863496303601	6.00630666666667	-73.2444305419922	7592.0	5779.0	8908.0	1234.28760106654	8567.598208383091	0.45802971965475897	positive	0	1	1	0	intact	spiny						ME_Exc_13	ME 30	CS201906170_30	L5 IT	Tufted L5|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
349621141	Exc_3	Spiny_7	ME_Exc_17	191.645479131139	473.858512100053	3.37142061404	-1.42631590142	Scnn1a-Tg2-Cre	right	VISp4	VISp	4	424.033434058047	6.0	26.0	0.9130531731668879	0.8957716896307701	-46.71875	2.61069683164656	0.0851947249987916	0.154980441476479	110.0	25.070661916876396	71.48125	13.989682609075802	166.249960660934	4.75147166666667	-76.98036193847659	11290.0	7613.0	7741.71682402777	916.359095597632	8115.65625000006	0.493996086317387	positive	0	1	1	0	intact	spiny																
354190013	Exc_3	Spiny_12	ME_Exc_13	305.285307753976	597.20540166638	2.11135147004	13.9510476597	Scnn1a-Tg2-Cre	left	VISp5	VISp	5	601.824711312771	9.0	44.0	0.8621727609801141	0.837475969790773	-45.03125	2.8937323920377898	0.15068193030469698	0.10454545876649199	130.0	26.281992749586	117.956666666667	8.47768954700876	128.90625	7.156975	-73.020378112793	7627.0	9453.0	8836.83296136052	1380.46176652905	8535.41880007796	0.5835277084015761	positive	2	2	1	1	intact	spiny						ME_Exc_13	ME 30	CS201906170_30	L5 IT	Tufted L5|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
354833767	Exc_1	Spiny_5	ME_Exc_20	229.022238489879	387.987674868378	2.10459183672999	23.6912605863	Nr5a1-Cre	right	VISp4	VISp	4	312.763491660775	6.0	29.0	0.8890077052225451	0.9625208271123409	-48.03125	2.9585529286578502		0.0551470573880676	230.0	12.6634987683973	41.485	24.1050982282753	124.37507510185199	6.79599	-81.8460159301758	5752.0	5752.0	9374.06955542141	1417.3857505718697	2667.71775006501	0.356317253703894	positive	2	0	0	0	intact	spiny																
370351753	Exc_3	Spiny_5	ME_Exc_18	153.775580676232	448.916228241531	2.92635641192	12.1550967760999	Nr5a1-Cre	left	VISp4	VISp	4	377.844064803035	4.0	27.0	0.877508716395253	0.878034303605552	-47.75	2.8745506029087204	0.0557216459252439	0.157034060742819	110.0	23.0778482022655	99.90333333333331	10.009676020152801	170.312494039536	4.42239166666667	-78.7213439941406	5764.0	7602.0	8883.43364805553	949.079216817908	7927.80416006484	0.42763964474719107	positive	2	1	1	0	intact	spiny						ME_Exc_18	ME 29	CS201906170_29		Non-tufted L4|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
382982932	Exc_3	Spiny_7	ME_Exc_14	161.911708968403	386.271457819863	2.32970152730999	21.8014094863999	Nr5a1-Cre	left	VISp2/3	VISp	2/3	431.375242128347	9.0	24.0	0.8872228508523979	0.8769916855257099	-48.750003814697294	2.68785571049653	0.0388419782221786	0.26666667891873	130.0	15.6231131755761	81.5077272727273	12.268775408912699	160.624995827675	4.04145833333333	-80.7081985473633	5717.0	5768.0	9396.04120170065	1458.8688423874698	8921.926744101129	0.3596257619642971	positive	2	2	1	1	intact	spiny						ME_Exc_14	ME 28	CS201906170_28		Tufted (sparse) L4|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
386049446	Exc_3	Spiny_3	ME_Exc_17	167.452107085799	348.200727443323	3.48416391305	8.11875793338	Nr5a1-Cre	left	VISp4	VISp	4	346.00324059337896	5.0	17.0	0.924610944456856	0.882944233914226	-53.03125	3.52442479462201	0.0450018072271697	0.172321437682424	110.0	12.702652830899801	90.26	11.079104808331499	123.281359672546	6.25953666666667	-85.1570739746094	7609.0	7610.0	8627.129871232979	857.2887167375299	7777.583760056629	0.369535013823174	positive	2	2	1	1	intact	spiny																
386970660	Exc_3	Spiny_5	ME_Exc_18	208.330950947586	455.733280986072	3.96825396825	3.79543305744	Nr5a1-Cre	right	VISp4	VISp	4	374.790295546656	7.0	23.0	0.883840142961525	0.7516056732463409	-48.375	3.0386362139953103	0.0164710840380032	0.213515309063173	50.0	29.9144457378022	70.415	14.2015195625932	226.87499225139598	3.04380666666667	-72.016357421875	7578.0	5731.0	8254.32437767289	914.039656652495	3440.29423993653	0.458607295281123	positive	2	2	1	1	intact	spiny						ME_Exc_18	ME 29	CS201906170_29		Non-tufted L4|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
395830185	Exc_3	Spiny_4	ME_Exc_17	208.950733045399	372.970379757309	2.5354969574	33.5646232238	Scnn1a-Tg3-Cre	right	VISp4	VISp	4	374.34523879178704	8.0	40.0	0.878749981794734	0.9284392775111049	-46.78125	3.72673894515001	0.0241698568124739	0.18982259570494897	70.0	23.5740948608075	69.2788461538462	14.4344205412908	187.656208872795	4.18748	-77.7653732299805	5754.0	5763.0	9742.0	1399.68477065729	2981.2443191602397	0.41097607193740504	positive	2	2	1	1	intact	spiny																
396608557	Inh_8	Aspiny_10	ME_Inh_9	158.948440253916	649.70639753286	2.28046703965	-13.0512454379	Pvalb-IRES-Cre	right	VISp5	VISp	5	191.73913425573798	7.0	20.0	0.901913608731987	0.9003837352921841	-63.9375	1.3361803738739901		1.0914674950631	190.0	7.57814312625234	10.85	92.1658986175115	130.625069141388	10.1455	-69.9003829956055	7580.0	5738.0	8860.13330470803	1165.02107673807	3323.6013599390003	0.631947917625986	positive	0	2	1	1		aspiny						ME_Inh_9	ME 09	CS201906170_9		Ascending axon L5, L6|FS transient & pausing 	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
397351623	Exc_3	Spiny_5	ME_Exc_18	157.302228532587	468.476224551673	2.81359211799	17.3185135417	Nr5a1-Cre	left	VISp4	VISp	4	433.67568835718697	5.0	19.0	0.882621226633742	0.785947733063065	-45.625	2.6507909929417997	0.0362956774343218	0.217897727272727	90.0	20.7400340693307	74.8225	13.364963747535802	210.93738079071	3.94547333333333	-77.8417892456055	7607.0	5766.0	9139.0	1127.74836228519	8257.70867177566	0.47151662140711603	positive	0	1	1	0	intact	spiny						ME_Exc_18	ME 29	CS201906170_29		Non-tufted L4|RS adapting	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology
