	Species	nm_volume	average_bifurcation_angle_local	average_bifurcation_angle_remote	average_contraction	average_diameter	average_fragmentation	average_parent_daughter_ratio	hausdorff_dimension	id	max_branch_order	max_euclidean_distance	max_path_distance	neuron_reconstruction_type	number_bifurcations	number_branches	number_nodes	number_stems	number_tips	overall_depth	overall_height	overall_width	scale_factor_x	scale_factor_y	scale_factor_z	soma_surface	superseded	tags	total_length	total_surface	vaa3d_volume	line_name	specimen__name	specimen__hemisphere	structure__id	structure__name	structure__acronym	structure_parent__id	structure_parent__acronym	structure__layer	nr__max_euclidean_distance	nr__number_stems	nr__number_bifurcations	nr__average_contraction	nr__average_parent_daughter_ratio	nr__reconstruction_type	nrwkf__id	erwkf__id	ef__fast_trough_v_long_square	ef__upstroke_downstroke_ratio_long_square	ef__adaptation	ef__f_i_curve_slope	ef__threshold_i_long_square	ef__tau	ef__avg_isi	ef__avg_firing_rate	ef__ri	ef__peak_t_ramp	ef__vrest	si__height	si__width	si__path	csl__x	csl__y	csl__z	csl__normalized_depth	cell_reporter_status	m__glif	m__biophys	m__biophys_perisomatic	m__biophys_all_active	tag__apical	tag__dendrite_type	morph_thumb_path	ephys_thumb_path	ephys_inst_thresh_thumb_path	donor__age	donor__sex	donor__disease_state	donor__race	donor__years_of_seizure_history	donor__species	donor__id	donor__name	e-type	m-type	me-type	upright_angle	soma_distance_from_pia	estimated_shrinkage_factor	estimated_slice_angle	cell_set_preferred_alias	cell_set_ label	cell_set_ accession	cell_set_ aligned_alias	cell_set_  additional_alias	cell_set_ alias_assignee	cell_set_ alias_citation	cell_set_ structure	cell_set_ ontology_tag	taxonomy_id	species	modality
508410761	Human	14793.040401469372	74.78172248764571		0.873086228490487	0.386976303917646	79.2923076923077	0.915705941061478		539990522	11.0	363.420866363023	407.92732894051005	full	65	139	10522	9	74	149.1748	536.574130769011	607.050749694975	0.1144	0.1144	0.28	540.774893474457	False	3D Neuron Reconstruction morphology	12337.336328790401	14950.2349902151	1712.51136320762		H16.06.004.01.13.03	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	363.420866363023	9.0	65.0	0.873086228490487	0.915705941061478	full	539990524.0	618215251	-51.187503814697294	3.62460788368559		0.00791974631365738	210.0	33.9352316042905	11.1600000000001	89.60573476702429	87.18749880790709	10.989386666666698	-73.6587219238281	7591.0	7611.0	/external/humancelltypes/prod25/specimen_508410761/min_xy_508410761.aff	325.0	257.0	102.0	0.18408425485258198		0	0	0	0	truncated	spiny	/api/v2/well_known_file_download/615966735	/api/v2/well_known_file_download/520758091	/api/v2/well_known_file_download/520758093	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																			
508417989	Human	13501.465620698471	67.9985237973612		0.917771701567012	0.469860812930385	51.136986301369895	0.8982371360043441		538906871	19.0	610.121891269326	658.867315310722	full	73	156	7760	10	83	117.7462	874.697784956764	487.70589271782603	0.1144	0.1144	0.28	1103.50698995611	False	3D Neuron Reconstruction morphology	9017.13745065337	13292.316923246499	1911.8777171324398		H16.06.004.02.13.04	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	610.121891269326	10.0	73.0	0.917771701567012	0.8982371360043441	full	538906873.0	616978594	-66.375	4.621997519603	0.0383256538252622	0.111111111111111	70.0	54.017606438724606	130.105714285714	7.686057491710059	120.312497019768	2.54714	-64.9990921020508	9432.0	5753.0	/external/humancelltypes/prod37/specimen_508417989/min_xy_508417989.aff	325.0	258.0	104.0	0.315577250471773		2	1	1	0	truncated	spiny	/api/v2/well_known_file_download/615966646	/api/v2/well_known_file_download/523016546	/api/v2/well_known_file_download/523016548	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																			
508421103	Human	2463.797511984752	80.2420614491766		0.818529257048253	0.316223302780499	80.537037037037	0.9043557716770029		552579449	8.0	393.49675577895204	495.537185004706	full	27	59	4568	5	32	127.6657	499.372452441481	331.63390383818404	0.1144	0.1144	0.28	138.786993190908	False	3D Neuron Reconstruction morphology	5395.7460779987705	5433.9260093145795	543.9949045790149		H16.06.004.02.05.02	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	2	393.49675577895204	5.0	27.0	0.818529257048253	0.9043557716770029	full	552579451.0	618214990	-54.812503814697294	3.40169551124924	0.0309525066200804	0.126314038589488	70.0	31.2212750880442	92.26	10.8389334489486	218.906283378601	3.0273666666666696	-71.4732208251953	5752.0	5737.0	/external/humancelltypes/prod37/specimen_508421103/min_xy_508421103.aff	325.0	258.0	104.0	0.11293854849746199		5	1	1	0	intact	spiny	/api/v2/well_known_file_download/615966530	/api/v2/well_known_file_download/523013223	/api/v2/well_known_file_download/523013225	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																			
517673596	Human	13009.645503582742	76.89726753411591		0.836115543489703	0.680385162092278	75.0116279069767	0.968530378033133		716317425	11.0	923.3981687752802	1043.6989215541698	full	86	177	13007	5	91	100.83	1163.07690514203	464.622124746792	0.1144	0.1144	0.28	1078.70857778095	False	3D Neuron Reconstruction morphology	14681.2804129991	31466.212717078197	6415.133751292529		H16.06.006.01.04.01	right	12113	"""frontal lobe"""	FroL	12113	FroL	3	923.3981687752802	5.0	86.0	0.836115543489703	0.968530378033133	full	716317427.0	743068158	-49.84375	2.86234130571679		0.058035719054085	330.0	15.361736567964098	7.2399999999999105	138.121546961328	42.499922215938604	15.605179999999999	-73.9350891113281	16802.0	14957.0	/external/humancelltypes/prod271/specimen_517673596/min_xy_517673596.aff	270.0	351.0	219.0	0.53257155492601		0	0	0	0	intact	spiny	/api/v2/well_known_file_download/716322565	/api/v2/well_known_file_download/603333938	/api/v2/well_known_file_download/603333940	42 yrs	Male	tumor	White or Caucasian	0.0	Homo Sapiens	517325289	H16.06.006																			
519832676	Human	5324.976266713852	74.84659681558591		0.915422660611908	0.6191084280364251	64.1176470588235	0.9906684255929481		667320016	10.0	504.253733142046	543.825428052701	full	51	109	6673	7	58	122.5972	693.108034978022	616.2195477454541	0.1144	0.1144	0.28	492.022912703051	False	3D Neuron Reconstruction morphology	8037.001174814459	15704.5159389535	2673.36123338992		H16.03.001.01.09.01	left	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	504.253733142046	7.0	51.0	0.915422660611908	0.9906684255929481	full	667320018.0	618213231	-47.0	4.574864538428519	0.17919402718562197	0.0571428571428571	130.0	50.0490308584905	245.90666666666698	4.06658352762565	146.874636411667	9.88393333333333	-72.5476608276367	9432.0	7582.0	/external/humancelltypes/prod44/specimen_519832676/min_xy_519832676.aff	79.0	273.0	91.0	0.29095064121937		0	0	0	0	truncated	spiny	/api/v2/well_known_file_download/615966709	/api/v2/well_known_file_download/522910214	/api/v2/well_known_file_download/522910216	39 yrs	Male	epilepsy	White or Caucasian	19.0	Homo Sapiens	518641172	H16.03.001																			
520454345	Human	9385.344767713075	72.2732716778174		0.8959976652562751	0.6020589453764621	64.1679389312977	0.798919461164969		549379618	13.0	865.6129872573019	939.749646698057	full	66	139	8513	7	73	92.96	1024.8015208375	508.04467572103897	0.1144	0.1144	0.28	913.9437629247329	False	3D Neuron Reconstruction morphology	9657.544889078259	18270.3908765842	3178.8378760361898		H16.03.002.01.06.01	left	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	865.6129872573019	7.0	66.0	0.8959976652562751	0.798919461164969	full	549379620.0	618213499	-43.437503814697294	2.4705094717661096		0.0201058207046149	110.0	25.7722628475565	7.49999999999984	133.333333333336	112.499997019768	8.66274666666667	-68.50146484375	13127.0	7619.0	/external/humancelltypes/prod55/specimen_520454345/min_xy_520454345.aff	85.0	271.0	103.0	0.287483249538923		5	1	1	0	intact	spiny	/api/v2/well_known_file_download/606633184	/api/v2/well_known_file_download/522910026	/api/v2/well_known_file_download/522910028	41 yrs	Female	epilepsy	unknown	34.0	Homo Sapiens	520276747	H16.03.002																			
520631294	Human	10955.672562049836	63.1972643583188		0.9265349277396769	0.61544240257132	70.77868852459021	0.9528337432624879		667320197	17.0	748.063668495536	798.1574055294791	full	61	128	8705	6	67	159.0243	987.462793264045	521.710904819359	0.1144	0.1144	0.28	1038.3843966593	False	3D Neuron Reconstruction morphology	10752.5190100784	21058.1215672881	3561.2570799766704		H16.03.002.01.03.03	left	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	748.063668495536	6.0	61.0	0.9265349277396769	0.9528337432624879	full	667320199.0	618211552	-44.96875	3.6198572997994503		0.0179516259152289	150.0	31.946181680738896	7.66	130.548302872063	78.28124612569809	13.069913333333302	-70.5597610473633	11295.0	9432.0	/external/humancelltypes/prod55/specimen_520631294/min_xy_520631294.aff	85.0	271.0	103.0	0.254312811292068		2	1	1	0	intact	spiny	/api/v2/well_known_file_download/615966825	/api/v2/well_known_file_download/523010439	/api/v2/well_known_file_download/523010441	41 yrs	Female	epilepsy	unknown	34.0	Homo Sapiens	520276747	H16.03.002																			
525018757	Human	4237.90443736414	69.1146480298638		0.8930984825256499	0.537390366937462	59.5102040816327	0.8014069182363192		556380210	6.0	271.327607831308	285.748669232111	full	25	53	2955	3	28	81.11399999999999	423.351912732752	228.692139792936	0.1144	0.1144	0.28	825.8442906726599	False	3D Neuron Reconstruction morphology	3401.1339960418	5768.03021303489	857.418151141335		H16.03.003.01.19.02	right	12113	"""frontal lobe"""	FroL	12113	FroL	2	271.327607831308	3.0	25.0	0.8930984825256499	0.8014069182363192	full	556380214.0	618210488	-58.843753814697294	1.5904426899397002	-0.0157675578671712	0.216964285714286	70.0	27.548390581658	65.23142857142861	15.3300337260742	187.499985098839	3.2601466666666696	-67.4275360107422	9434.0	5749.0	/external/humancelltypes/prod52/specimen_525018757/min_xy_525018757.aff	273.0	354.0	216.0	0.0656980585070159		2	1	1	0		sparsely spiny	/api/v2/well_known_file_download/606633327	/api/v2/well_known_file_download/529902844	/api/v2/well_known_file_download/529902849	25 yrs	Male	epilepsy	White or Caucasian	9.0	Homo Sapiens	524848408	H16.03.003																			
525133308	Human	3856.2118896239294	77.92567379352809		0.872142351026865	0.464679472395076	71.551724137931	0.979365964484931		667327857	7.0	300.825321255542	360.71020902549895	full	15	37	2275	7	22	81.4629	437.93525992483706	258.682162774832	0.1144	0.1144	0.28	199.534368807579	False	3D Neuron Reconstruction morphology	2686.62361013987	3947.06256430486	490.427367797021		H16.03.003.01.18.01	right	12113	"""frontal lobe"""	FroL	12113	FroL	2	300.825321255542	7.0	15.0	0.872142351026865	0.979365964484931	full	667327859.0	618209668	-47.6875	2.28702681308085	0.0329187047189062	0.163990461049285	90.0	27.841919773109797	73.99333333333341	13.514731056852	161.606997251511	4.4617	-77.7643203735352	9444.0	7595.0	/external/humancelltypes/prod55/specimen_525133308/min_xy_525133308.aff	273.0	354.0	216.0	0.0989708261978445		0	1	1	0	intact	spiny	/api/v2/well_known_file_download/606633207	/api/v2/well_known_file_download/529900378	/api/v2/well_known_file_download/529900386	25 yrs	Male	epilepsy	White or Caucasian	9.0	Homo Sapiens	524848408	H16.03.003																			
526714733	Human	5406.365626176695	76.7928437034363		0.8160445121460269	0.600176048696804	71.8170731707317	0.978339135909473		694328860	8.0	436.119683200942	533.363816592804	full	41	87	5942	5	46	124.5275	446.5215617960599	587.448315501607	0.1144	0.1144	0.28	370.055047160679	False	3D Neuron Reconstruction morphology	7222.247824860649	13613.9058406209	2235.82240445491		H16.03.005.01.06.01	right	12139	"""temporal lobe"""	TemL	12139	TemL	2	436.119683200942	5.0	41.0	0.8160445121460269	0.978339135909473	full	694328873.0	743068262	-48.03125	2.65159321729753	0.20900459472723998	0.0981162895676756	230.0	21.4913328226548	199.926666666667	5.00183400580212	87.4999985098839	9.39481333333333	-75.138542175293	13097.0	7589.0	/external/humancelltypes/prod289/specimen_526714733/min_xy_526714733.aff	320.0	274.0	102.0	0.0869092835729182		0	0	0	0	intact	spiny	/api/v2/well_known_file_download/694361320	/api/v2/well_known_file_download/743062897	/api/v2/well_known_file_download/743062899	27 yrs	Male	epilepsy	White or Caucasian	10.0	Homo Sapiens	526633593	H16.03.005																			
526725807	Human	4819.206980739895	72.4952345844057		0.914846488731789	0.520692438889642	71.0603448275862	0.999202270199603		566350592	11.0	1001.1468565829902	1064.54343514633	full	59	123	8329	5	64	127.4544	1240.25929834364	446.120483222661	0.1144	0.1144	0.28	543.999102553581	False	3D Neuron Reconstruction morphology	9742.27663343832	15952.8900856182	2277.7238492696		H16.03.005.01.03.02	right	12139	"""temporal lobe"""	TemL	12139	TemL	3	1001.1468565829902	5.0	59.0	0.914846488731789	0.999202270199603	full	566350594.0	618209683	-46.25	4.10976361954251		0.0238963531669866	270.0	20.139267264955198	9.9800000000001	100.200400801602	39.99999910593029	19.788246666666698	-72.16624450683591	13162.0	16824.0	/external/humancelltypes/prod78/specimen_526725807/min_xy_526725807.aff	320.0	274.0	102.0	0.300734037404434		0	1	1	0	intact	spiny	/api/v2/well_known_file_download/606633154	/api/v2/well_known_file_download/544504713	/api/v2/well_known_file_download/544504715	27 yrs	Male	epilepsy	White or Caucasian	10.0	Homo Sapiens	526633593	H16.03.005																			
526727406	Human	6836.411853261501	84.2458347168797		0.810553815539169	0.741807707085955	79.6625	0.9512859917787191		697383950	8.0	433.679035125702	485.69033954512605	full	40	85	6469	5	45	108.5899	532.312924666455	502.73825938299797	0.1144	0.1144	0.28	552.1032074784599	False	3D Neuron Reconstruction morphology	7367.73704298461	17180.054353615702	3554.60531499024		H16.03.005.01.04.03	right	12139	"""temporal lobe"""	TemL	12139	TemL	2	433.679035125702	5.0	40.0	0.810553815539169	0.9512859917787191	full	697383952.0	743068275	-52.09375	2.45588145652509	0.12488561456357902	0.0840430016863406	300.0	24.74748336536	136.993333333333	7.29962528590201	59.531211853027294	16.6040866666667	-79.4472732543945	7581.0	14953.0	/external/humancelltypes/prod293/specimen_526727406/min_xy_526727406.aff	320.0	274.0	102.0	0.0986654001126104		0	0	0	0	intact	spiny	/api/v2/well_known_file_download/697384110	/api/v2/well_known_file_download/743062935	/api/v2/well_known_file_download/743062937	27 yrs	Male	epilepsy	White or Caucasian	10.0	Homo Sapiens	526633593	H16.03.005																			
526734407	Human	10702.58235543408	65.2346390833216		0.8713007419269541	0.8549880160806629	132.057142857143	0.947751724861653		614429598	5.0	468.45738264870994	498.060339164472	full	18	42	4694	6	24	144.48	833.9618181892171	634.0348432242961	0.1144	0.1144	0.28	572.962617788796	False	3D Neuron Reconstruction morphology	6040.45164004728	17157.1496987023	4385.239341582071		H16.03.005.01.04.04	right	12139	"""temporal lobe"""	TemL	12139	TemL	3	468.45738264870994	6.0	18.0	0.8713007419269541	0.947751724861653	full	614429611.0	618209319	-59.8125	1.4735729604834802	0.0436590436590288	0.0193037974683544	270.0	7.424675383520531	4.81000000000009	207.900207900204	60.1561367511749	18.2556	-71.38629150390621	11275.0	11275.0	/external/humancelltypes/prod200/specimen_526734407/min_xy_526734407.aff	320.0	274.0	102.0	0.281917541960568		2	0	0	0		aspiny	/api/v2/well_known_file_download/615966861	/api/v2/well_known_file_download/603333859	/api/v2/well_known_file_download/603333861	27 yrs	Male	epilepsy	White or Caucasian	10.0	Homo Sapiens	526633593	H16.03.005																			
