	Species	nm_volume	average_bifurcation_angle_local	average_bifurcation_angle_remote	average_contraction	average_diameter	average_fragmentation	average_parent_daughter_ratio	hausdorff_dimension	id	max_branch_order	max_euclidean_distance	max_path_distance	neuron_reconstruction_type	number_bifurcations	number_branches	number_nodes	number_stems	number_tips	overall_depth	overall_height	overall_width	scale_factor_x	scale_factor_y	scale_factor_z	soma_surface	superseded	tags	total_length	total_surface	vaa3d_volume	line_name	specimen__name	specimen__hemisphere	structure__id	structure__name	structure__acronym	structure_parent__id	structure_parent__acronym	structure__layer	nr__max_euclidean_distance	nr__number_stems	nr__number_bifurcations	nr__average_contraction	nr__average_parent_daughter_ratio	nr__reconstruction_type	nrwkf__id	erwkf__id	ef__fast_trough_v_long_square	ef__upstroke_downstroke_ratio_long_square	ef__adaptation	ef__f_i_curve_slope	ef__threshold_i_long_square	ef__tau	ef__avg_isi	ef__avg_firing_rate	ef__ri	ef__peak_t_ramp	ef__vrest	si__height	si__width	si__path	csl__x	csl__y	csl__z	csl__normalized_depth	cell_reporter_status	m__glif	m__biophys	m__biophys_perisomatic	m__biophys_all_active	tag__apical	tag__dendrite_type	morph_thumb_path	ephys_thumb_path	ephys_inst_thresh_thumb_path	donor__age	donor__sex	donor__disease_state	donor__race	donor__years_of_seizure_history	donor__species	donor__id	donor__name	e-type	m-type	me-type	upright_angle	soma_distance_from_pia	estimated_shrinkage_factor	estimated_slice_angle	cell_set_preferred_alias	cell_set_ label	cell_set_ accession	cell_set_ aligned_alias	cell_set_  additional_alias	cell_set_ alias_assignee	cell_set_ alias_citation	cell_set_ structure	cell_set_ ontology_tag	taxonomy_id	species	modality	capacitance
508305938	Human	8496.656476209595	73.9608832168682		0.8651218448260459	0.360908507915266	95.8407079646018	0.835762632165823		544901580	11.0	568.771670104322	659.6033435410769	full	57	123	11024	9	66	152.6196	767.316139522085	492.97283068762397	0.1144	0.1144	0.28	865.140265298304	False	3D Neuron Reconstruction morphology	13009.683206251	14664.744692439599	1505.74195817586		H16.06.004.02.10.01	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	568.771670104322	9.0	57.0	0.8651218448260459	0.835762632165823	full	544901582.0	618219453	-51.781253814697294	3.91365886560396		0.0571428546775761	230.0	28.658737015957694	12.5	80.0	56.2500767409801	15.287746666666699	-70.79139709472659	15012.0	9608.0	/external/humancelltypes/prod32/specimen_508305938/min_xy_508305938.aff	325.0	258.0	104.0	0.155445731993857		2	0	0	0	intact	spiny	/api/v2/well_known_file_download/615966721	/api/v2/well_known_file_download/523043397	/api/v2/well_known_file_download/523043399	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																				0.5094879629751479
508309649	Human	13508.842395795102	72.24708727749329		0.8614084684681791	0.8133070296450241	117.34615384615401	0.8908275660240629		546790847	9.0	1280.53990163194	1381.9142395404401	full	26	57	6194	5	31	149.4016	1725.44788363752	494.99774484625	0.1144	0.1144	0.28	811.6713266469679	False	3D Neuron Reconstruction morphology	7284.81945371393	18722.5497504514	6151.8977472777515		H16.06.004.01.03.05	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	5	1280.53990163194	5.0	26.0	0.8614084684681791	0.8908275660240629	full	546790849.0	618219581	-52.25	3.85443053655266	0.00832759117040725	0.13867127496159806	90.0	34.7275605751781	83.3	12.004801920768301	185.625031590462	4.17474	-73.53367614746091	24237.0	11402.0	/external/humancelltypes/prod22/specimen_508309649/min_xy_508309649.aff	325.0	257.0	102.0	0.6168037349190649		0	0	0	0	truncated	spiny	/api/v2/well_known_file_download/742013928	/api/v2/well_known_file_download/520757253	/api/v2/well_known_file_download/520757260	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																				0.1870844695762601
508378649	Human	3511.5477681579564	73.18815884981571		0.881685300000467	0.3756271776208721	63.163043478260896	0.866616848145282		667324826	10.0	521.040114302536	600.573351721235	full	46	99	5922	7	53	53.7558	695.2837784168539	445.192702093009	0.1144	0.1144	0.28	443.507177101966	False	3D Neuron Reconstruction morphology	6814.0087743205	8088.467860015981	855.1750027559		H16.06.004.01.05.02	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	521.040114302536	7.0	46.0	0.881685300000467	0.866616848145282	full	667324828.0	618218306	-47.78125	3.07856442895698	0.0627239120379099	0.123106060606061	90.0	48.6829629366567	127.113333333333	7.86699533224946	189.218744635582	4.94752	-71.4937286376953	13128.0	9438.0	/external/humancelltypes/prod39/specimen_508378649/min_xy_508378649.aff	325.0	257.0	102.0	0.164933342849586		5	1	1	0	intact	spiny	/api/v2/well_known_file_download/606633344	/api/v2/well_known_file_download/523010326	/api/v2/well_known_file_download/523010329	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																				0.2572840393292728
508405843	Human	1996.7956812849807	81.7387502389774		0.861565845845287	0.438441436385665	72.71875	0.905363051515678		538906639	8.0	323.59041473586603	438.93025909677397	full	16	37	2430	5	21	146.655	452.405509987799	383.41335552685797	0.1144	0.1144	0.28	254.017178159492	False	3D Neuron Reconstruction morphology	2982.41591933936	4109.03840941258	512.427428189707		H16.06.004.01.13.02	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	4	323.59041473586603	5.0	16.0	0.861565845845287	0.905363051515678	full	538906641.0	616978607	-53.28125	2.52847769357948	0.0700898593253624	0.279015544041451	50.0	32.4158871029493	67.6742857142857	14.776661318922601	374.107241630554	2.99468666666667	-70.8777847290039	9425.0	11272.0	/external/humancelltypes/prod25/specimen_508405843/min_xy_508405843.aff	325.0	257.0	102.0	0.439576787841329		2	1	1	0	truncated	spiny	/api/v2/well_known_file_download/615966533	/api/v2/well_known_file_download/520758030	/api/v2/well_known_file_download/520758032	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																				0.08664864909234048
508410761	Human	14793.040401469372	74.78172248764571		0.873086228490487	0.386976303917646	79.2923076923077	0.915705941061478		539990522	11.0	363.420866363023	407.92732894051005	full	65	139	10522	9	74	149.1748	536.574130769011	607.050749694975	0.1144	0.1144	0.28	540.774893474457	False	3D Neuron Reconstruction morphology	12337.336328790401	14950.2349902151	1712.51136320762		H16.06.004.01.13.03	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	363.420866363023	9.0	65.0	0.873086228490487	0.915705941061478	full	539990524.0	618215251	-51.187503814697294	3.62460788368559		0.00791974631365738	210.0	33.9352316042905	11.1600000000001	89.60573476702429	87.18749880790709	10.989386666666698	-73.6587219238281	7591.0	7611.0	/external/humancelltypes/prod25/specimen_508410761/min_xy_508410761.aff	325.0	257.0	102.0	0.184084254852582		0	0	0	0	truncated	spiny	/api/v2/well_known_file_download/615966735	/api/v2/well_known_file_download/520758091	/api/v2/well_known_file_download/520758093	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																				0.3892212997078532
508417989	Human	13501.465620698471	67.9985237973612		0.917771701567012	0.469860812930385	51.136986301369895	0.8982371360043441		538906871	19.0	610.121891269326	658.867315310722	full	73	156	7760	10	83	117.7462	874.697784956764	487.70589271782603	0.1144	0.1144	0.28	1103.50698995611	False	3D Neuron Reconstruction morphology	9017.13745065337	13292.316923246499	1911.8777171324398		H16.06.004.02.13.04	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	610.121891269326	10.0	73.0	0.917771701567012	0.8982371360043441	full	538906873.0	616978594	-66.375	4.621997519603	0.0383256538252622	0.111111111111111	70.0	54.01760643872461	130.105714285714	7.686057491710058	120.312497019768	2.54714	-64.9990921020508	9432.0	5753.0	/external/humancelltypes/prod37/specimen_508417989/min_xy_508417989.aff	325.0	258.0	104.0	0.315577250471773		2	1	1	0	truncated	spiny	/api/v2/well_known_file_download/615966646	/api/v2/well_known_file_download/523016546	/api/v2/well_known_file_download/523016548	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																				0.44897751918364076
508421103	Human	2463.797511984752	80.2420614491766		0.818529257048253	0.316223302780499	80.537037037037	0.9043557716770028		552579449	8.0	393.49675577895204	495.537185004706	full	27	59	4568	5	32	127.6657	499.372452441481	331.63390383818404	0.1144	0.1144	0.28	138.786993190908	False	3D Neuron Reconstruction morphology	5395.7460779987705	5433.92600931458	543.9949045790149		H16.06.004.02.05.02	right	12141	"""middle temporal gyrus"""	MTG	12141	MTG	2	393.49675577895204	5.0	27.0	0.818529257048253	0.9043557716770028	full	552579451.0	618214990	-54.812503814697294	3.40169551124924	0.0309525066200804	0.126314038589488	70.0	31.2212750880442	92.26	10.8389334489486	218.906283378601	3.0273666666666696	-71.4732208251953	5752.0	5737.0	/external/humancelltypes/prod37/specimen_508421103/min_xy_508421103.aff	325.0	258.0	104.0	0.112938548497462		5	1	1	0	intact	spiny	/api/v2/well_known_file_download/615966530	/api/v2/well_known_file_download/523013223	/api/v2/well_known_file_download/523013225	37 yrs	Male	epilepsy	White or Caucasian	5.0	Homo Sapiens	504921484	H16.06.004																				0.14262393297339318
509515969	Mouse	2766.72075076086	73.791845911798		0.914024354504698	0.3746384371268121	39.7647058823529	0.7914111296432019		657270169	5.0	219.271145773287	232.629047142546	full	17	41	1519	7	24	72.0393	302.082890113931	242.911356712648	0.1144	0.1144	0.28	226.296694046394	False	3D Neuron Reconstruction morphology	1794.7179797077201	2117.11617806843	224.015849421231	Pvalb-IRES-Cre	Pvalb-IRES-Cre;Ai14-236447.02.01.01	left	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3	219.271145773287	7.0	17.0	0.914024354504698	0.7914111296432019	full	657270171.0	515522036	-57.156253814697294	1.28914899161535	-0.0176142753370159	1.14705882352941	270.0	6.2928525162997495	36.24800000000001	27.5877289781505	121.87499552965201	9.73326	-73.54583740234379	7588.0	7602.0	/external/mousecelltypes/prod706/specimen_509515969/min_xy_509515969.aff	9458.91445920612	931.560681879438	8009.372188608199	0.33285270485100604	positive	0	0	0	0		aspiny	/api/v2/well_known_file_download/543151083	/api/v2/well_known_file_download/512505332	/api/v2/well_known_file_download/512505342						Mus musculus	508418710	Pvalb-IRES-Cre;Ai14-236447	Inh_12	Aspiny_8	ME_Inh_12	151.022180430145	321.19270408717097	2.61035122	23.9887846854	ME_Inh_12	ME 12	CS201906170_12		Small axon, intersecting dendrites|FS delayed/pausing 	Nathan Gouwens	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology	0.05163366356611441
509617624	Mouse	3007.145195905623	71.99774048725091		0.8862451106363709	0.374540755121052	34.5833333333333	0.863976349230385		759907463	5.0	218.605173773198	258.607908063343	full	18	45	1546	9	27	73.5966	262.734797704882	340.935050050982	0.1144	0.1144	0.28	231.174814043966	False	3D Neuron Reconstruction morphology	1823.53774780466	2153.2290207292604	240.603641068059	Pvalb-IRES-Cre	Pvalb-IRES-Cre;Ai14-236448.04.01.01	left	613	"""Lateral visual area, layer 5"""	VISl5	409	VISl	5	218.605173773198	9.0	18.0	0.8862451106363709	0.863976349230385	full	759907465.0	515522045	-62.031253814697294	1.1754609408178898		1.04948455110656	170.0	7.75330557053329	13.3000000000001	75.1879699248115	150.000110268593	9.43441	-71.87664794921879	7571.0	5737.0	/external/mousecelltypes/prod715/specimen_509617624/min_xy_509617624.aff	9361.50375273569	1927.62376450152	9010.749460907991	0.5622730508131291	positive	2	0	0	0		aspiny	/api/v2/well_known_file_download/759917983	/api/v2/well_known_file_download/512523221	/api/v2/well_known_file_download/512523223						Mus musculus	508418841	Pvalb-IRES-Cre;Ai14-236448	Inh_8	Aspiny_10	ME_Inh_9	120.602059320435	586.250321351246	3.81924198251	13.6357322027	ME_Inh_9	ME 09	CS201906170_9		Ascending axon L5, L6|FS transient & pausing 	Nathan Gouwens	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology	0.05168866580597892
510715606	Mouse	3589.9641778420373	65.1954625170403		0.9206103746811908	0.496643547829064	32.5806451612903	0.91426175806277		543141063	7.0	204.957286547319	217.721133131731	full	31	69	2320	7	38	42.7927	393.846629959992	248.703309361288	0.1144	0.1144	0.28	438.843611951104	False	3D Neuron Reconstruction morphology	2637.83224023738	4127.42058679765	600.9912916668869	Pvalb-IRES-Cre	Pvalb-IRES-Cre;Ai14-238302.06.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	204.957286547319	7.0	31.0	0.9206103746811908	0.91426175806277	full	543141065.0	529897184	-65.78125	1.08527928622308	0.00211193289691924	1.74097222222222	330.0	8.684576559948571	8.44034188034188	118.47861309138	98.9955067634583	5.29197	-74.5770797729492	5756.0	5743.0	/external/mousecelltypes/prod732/specimen_510715606/min_xy_510715606.aff	8780.61786376393	802.067700869055	7578.1103472550085	0.51726881180507	positive	0	0	0	0		aspiny	/api/v2/well_known_file_download/544886526	/api/v2/well_known_file_download/512332860	/api/v2/well_known_file_download/512332862						Mus musculus	510023673	Pvalb-IRES-Cre;Ai14-238302	Inh_11	Aspiny_9	ME_Inh_13	192.46469565902697	448.954062747447	3.49507543871	2.88018219741	ME_Inh_13	ME 13	CS201906170_13		Ascending small axon L5, L4|FS transient & sustained 	Nathan Gouwens	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology	0.08772697715159598
513510227	Mouse	8302.262571212299	67.8183093130169		0.8767369542350679	0.5745402935846221	43.258426966292106	0.8686537624656842		661929037	10.0	284.197917698582	315.6257924162701	full	45	103	4142	13	58	104.3862	205.61058792629902	524.519427291987	0.1144	0.1144	0.28	467.03535257161	False	3D Neuron Reconstruction morphology	4814.72032798137	8746.824276936759	1413.13250854802	Cux2-CreERT2	Cux2-CreERT2;Ai14-239083.03.01.01	left	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3	284.197917698582	13.0	45.0	0.8767369542350679	0.8686537624656842	full	661929039.0	563216440	-47.156253814697294	4.7183407511596	0.0473092916966464	0.0230841104874455	190.0	20.6521335795067	138.083333333333	7.24200362100183	74.9998837709427	7.45015333333333	-78.1814880371094	5746.0	7602.0	/external/mousecelltypes/prod743/specimen_513510227/min_xy_513510227.aff	9659.10672151643	802.611616708546	7898.76790065136	0.0894255728406049	positive	2	0	0	0	intact	spiny	/api/v2/well_known_file_download/564691005	/api/v2/well_known_file_download/515022345	/api/v2/well_known_file_download/515022347						Mus musculus	510023681	Cux2-CreERT2;Ai14-239083	Exc_3	Spiny_1	ME_Exc_7	153.857566187645	77.1706997463177	2.97221993408	8.77487167018	ME_Exc_7	ME 27	CS201906170_27	L2/3 IT	Wide, short L2/3|RS adapting	Nathan Gouwens	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology	0.27536220779462034
514767977	Mouse	1434.243976707909	76.0818867692454		0.929936850226702	0.44177140638721	50.605263157894704	0.8222523337557059		657210312	6.0	295.883792511959	314.325115506624	full	19	40	1930	2	21	65.8	439.98786813612196	142.544452490559	0.1144	0.1144	0.28	355.074285549658	False	3D Neuron Reconstruction morphology	2234.38712076888	3107.18115078337	387.94827949501	Vip-IRES-Cre	Vip-IRES-Cre;Ai14(IVSCC)-247244.05.02.01	right	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3	295.883792511959	2.0	19.0	0.929936850226702	0.8222523337557059	full	657210314.0	562316361	-56.843753814697294	2.16547421749458	0.0298676450198318	0.164123100547824	59.99999618530271	10.9095678600386	39.3927272727273	25.385396473737607	226.093783974648	3.2546666666666697	-78.3579406738281	5747.0	5740.0	/external/mousecelltypes/prod750/specimen_514767977/min_xy_514767977.aff	8736.08642670979	1246.35160621858	2476.2539267960897	0.272962789434595	positive	5	0	0	0		aspiny	/api/v2/well_known_file_download/546787732	/api/v2/well_known_file_download/515808268	/api/v2/well_known_file_download/515808270						Mus musculus	514080972	Vip-IRES-Cre;Ai14(IVSCC)-247244	Inh_3	Aspiny_13	ME_Inh_2	243.82527700360802	284.460230524505	5.27426160338	10.0188549746	ME_Inh_2	ME 02	CS201906170_2		Descending axon, bidirectional dendrites L2/3|transient & irregular, sharp sag 	Nathan Gouwens	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology	0.04825240069962248
514824979	Mouse	1645.5121783933414	81.1708100735163		0.907452190635905	0.47930337564343	61.547619047619115	0.8276986874659631		653181641	6.0	582.5221716134159	609.254692437343	full	21	44	2639	2	23	71.12	766.8628545994501	245.946180667806	0.1144	0.1144	0.28	384.98992200697	False	3D Neuron Reconstruction morphology	3081.1390461405	4646.68845868784	657.7245370960289	Htr3a-Cre_NO152	Htr3a-Cre_NO152;Ai14-241983.05.02.01	right	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5	582.5221716134159	2.0	21.0	0.907452190635905	0.8276986874659631	full	653181643.0	544751766	-50.750003814697294	2.55515219512826	-0.0165641499268557	0.18434065934065905	70.0	11.1733582835686	51.1505263157895	19.5501409668059	170.312494039536	2.78721	-73.2969207763672	5771.0	9438.0	/external/mousecelltypes/prod752/specimen_514824979/min_xy_514824979.aff	8990.71936551716	1265.56664250571	3437.1883237858	0.60874863985174	positive	5	0	0	0		aspiny	/api/v2/well_known_file_download/544886605	/api/v2/well_known_file_download/515812332	/api/v2/well_known_file_download/515812335						Mus musculus	514081111	Htr3a-Cre_NO152;Ai14-241983	Inh_3	Aspiny_16	ME_Inh_3	257.604229556544	583.3169271942489	3.3097081142299904	0.28133274602200004	ME_Inh_3	ME 03	CS201906170_3		Descending axon, bidirectional dendrites|irregular 	Nathan Gouwens	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology	0.06560504175914915
516362762	Mouse	2310.166866946092	86.0172754350815		0.8614353081745609	0.4229174677971591	58.5769230769231	0.942931954714524		561095910	5.0	305.776247755299	339.272749538848	full	13	30	1617	4	17	60.7342	427.116661170713	435.441981438387	0.1144	0.1144	0.28	436.907878772642	False	3D Neuron Reconstruction morphology	1877.18982849434	2547.69550255849	345.215633709564	Nos1-CreERT2|Sst-IRES-FlpO	Nos1-CreERT2;Sst-IRES-FlpO;Ai65-244006.04.02.01	right	33	"""Primary visual area, layer 6a"""	VISp6a	385	VISp	6a	305.776247755299	4.0	13.0	0.8614353081745609	0.942931954714524	full	561095912.0	659445918	-53.500003814697294	2.06450832121999	0.3026468579539669	8.77280112243275e-18	110.0	39.549465466559795	52.284	19.1263101522454	371.87534570694	2.0342333333333302	-74.0943145751953	5747.0	5753.0	/external/mousecelltypes/prod765/specimen_516362762/min_xy_516362762.aff	9420.12216647106	1484.8307931670001	3385.4142084207697	0.878713690304303	positive	0	0	0	0		aspiny	/api/v2/well_known_file_download/561100829	/api/v2/well_known_file_download/517864048	/api/v2/well_known_file_download/517864050						Mus musculus	515771627	Nos1-CreERT2;Sst-IRES-FlpO;Ai65-244006	Inh_4	Aspiny_3	ME_Inh_22	161.159282510293	922.257488768388	2.62026239067	37.6915820361999	ME_Inh_22	ME 22	CS201906170_22		Small axon, large dendrites L5, L6|irregular/adapting, long tm 	Nathan Gouwens	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology	0.1063514049079423
517345160	Mouse	3414.5191213830767	73.2475323444592		0.8768022046405791	0.435961123961304	87.875	0.97993682120748		562232730	4.0	456.101976413795	518.8072121740149	full	16	37	2911	5	21	156.116	614.262536416175	424.080452910928	0.1144	0.1144	0.28	276.055913797801	False	3D Neuron Reconstruction morphology	3583.3215060402704	4905.28828292183	541.963438210962	Nos1-CreERT2|Sst-IRES-FlpO	Nos1-CreERT2;Sst-IRES-FlpO;Ai65-243223.02.01.01	left	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5	456.101976413795	5.0	16.0	0.8768022046405791	0.97993682120748	full	562232732.0	659446027	-53.968753814697294	2.11567322265257	0.0491576557008801	0.198110295259385	20.0	49.15389225096981	83.94	11.9132713843221	379.218846559525	1.7622933333333302	-58.316341400146506	7593.0	7628.0	/external/mousecelltypes/prod771/specimen_517345160/min_xy_517345160.aff	9213.77176404635	1204.61056120516	7978.4907952840185	0.6980283708965219	positive	2	0	0	0		sparsely spiny	/api/v2/well_known_file_download/562232781	/api/v2/well_known_file_download/518034651	/api/v2/well_known_file_download/518034653						Mus musculus	515771746	Nos1-CreERT2;Sst-IRES-FlpO;Ai65-243223	Inh_4	Aspiny_3	ME_Inh_22	208.133559763559	705.099316528989	1.8118280958200002	-22.8526773757	ME_Inh_22	ME 22	CS201906170_22		Small axon, large dendrites L5, L6|irregular/adapting, long tm 	Nathan Gouwens	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology	0.129618801114238
517673596	Human	13009.645503582742	76.89726753411591		0.836115543489703	0.680385162092278	75.0116279069767	0.968530378033133		716317425	11.0	923.3981687752803	1043.6989215541698	full	86	177	13007	5	91	100.83	1163.07690514203	464.622124746792	0.1144	0.1144	0.28	1078.70857778095	False	3D Neuron Reconstruction morphology	14681.2804129991	31466.212717078197	6415.133751292529		H16.06.006.01.04.01	right	12113	"""frontal lobe"""	FroL	12113	FroL	3	923.3981687752803	5.0	86.0	0.836115543489703	0.968530378033133	full	716317427.0	743068158	-49.84375	2.86234130571679		0.058035719054085	330.0	15.361736567964098	7.2399999999999105	138.121546961328	42.49992221593861	15.60518	-73.9350891113281	16802.0	14957.0	/external/humancelltypes/prod271/specimen_517673596/min_xy_517673596.aff	270.0	351.0	219.0	0.53257155492601		0	0	0	0	intact	spiny	/api/v2/well_known_file_download/716322565	/api/v2/well_known_file_download/603333938	/api/v2/well_known_file_download/603333940	42 yrs	Male	tumor	White or Caucasian	0.0	Homo Sapiens	517325289	H16.06.006																				0.36145328666514676
519749342	Mouse	3564.958964250794	60.731653868821496		0.872636111096549	0.5454977800832871	64.7971014492754	0.9033410823489508		653182561	6.0	327.280290270144	370.87839656063596	full	35	78	4720	8	43	88.167	425.382987565058	496.89947537077796	0.1144	0.1144	0.28	311.292359194694	False	3D Neuron Reconstruction morphology	5572.47942976823	9599.14397149616	1497.1408411826199	Htr3a-Cre_NO152	Htr3a-Cre_NO152;Ai14-246125.05.02.01	right	565	"""posteromedial visual area, layer 5"""	VISpm5	533	VISpm	5	327.280290270144	8.0	35.0	0.872636111096549	0.9033410823489508	full	653182563.0	544751758	-53.781253814697294	2.8135972083725	0.0419788600137131	0.266326530612245	70.0	24.506166557136996	68.1230769230769	14.679313459801302	184.218749403954	3.94756666666667	-74.6732559204102	5769.0	5756.0	/external/mousecelltypes/prod779/specimen_519749342/min_xy_519749342.aff	8227.87539690606	1052.5253194383502	3757.5772808396996	0.760092158954265	positive	2	0	0	0		aspiny	/api/v2/well_known_file_download/544886388	/api/v2/well_known_file_download/520603617	/api/v2/well_known_file_download/520603620						Mus musculus	517983369	Htr3a-Cre_NO152;Ai14-246125	Inh_6	Aspiny_10	ME_Inh_22	167.471710312207	682.331042842902	3.0439313332999904	3.4288021662599903	ME_Inh_22	ME 22	CS201906170_22		Small axon, large dendrites L5, L6|irregular/adapting, long tm 	Nathan Gouwens	10.1038/s41593-019-0417-0	primary visual cortex	UBERON_0002436	CCN201906170	Mouse	Morphology|Electrophysiology	0.13302753729697725
519832676	Human	5324.976266713852	74.84659681558591		0.915422660611908	0.6191084280364251	64.1176470588235	0.990668425592948		667320016	10.0	504.253733142046	543.825428052701	full	51	109	6673	7	58	122.5972	693.108034978022	616.2195477454541	0.1144	0.1144	0.28	492.022912703051	False	3D Neuron Reconstruction morphology	8037.001174814459	15704.5159389535	2673.36123338992		H16.03.001.01.09.01	left	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	504.253733142046	7.0	51.0	0.915422660611908	0.990668425592948	full	667320018.0	618213231	-47.0	4.5748645384285185	0.17919402718562194	0.0571428571428571	130.0	50.0490308584905	245.90666666666698	4.06658352762565	146.874636411667	9.88393333333333	-72.5476608276367	9432.0	7582.0	/external/humancelltypes/prod44/specimen_519832676/min_xy_519832676.aff	79.0	273.0	91.0	0.29095064121937		0	0	0	0	truncated	spiny	/api/v2/well_known_file_download/615966709	/api/v2/well_known_file_download/522910214	/api/v2/well_known_file_download/522910216	39 yrs	Male	epilepsy	White or Caucasian	19.0	Homo Sapiens	518641172	H16.03.001																				0.34076020258672
520454345	Human	9385.344767713075	72.2732716778174		0.8959976652562751	0.6020589453764621	64.1679389312977	0.798919461164969		549379618	13.0	865.6129872573019	939.749646698057	full	66	139	8513	7	73	92.96	1024.8015208375	508.04467572103897	0.1144	0.1144	0.28	913.9437629247328	False	3D Neuron Reconstruction morphology	9657.54488907826	18270.3908765842	3178.8378760361898		H16.03.002.01.06.01	left	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	865.6129872573019	7.0	66.0	0.8959976652562751	0.798919461164969	full	549379620.0	618213499	-43.437503814697294	2.4705094717661096		0.0201058207046149	110.0	25.7722628475565	7.49999999999984	133.333333333336	112.499997019768	8.66274666666667	-68.50146484375	13127.0	7619.0	/external/humancelltypes/prod55/specimen_520454345/min_xy_520454345.aff	85.0	271.0	103.0	0.287483249538923		5	1	1	0	intact	spiny	/api/v2/well_known_file_download/606633184	/api/v2/well_known_file_download/522910026	/api/v2/well_known_file_download/522910028	41 yrs	Female	epilepsy	unknown	34.0	Homo Sapiens	520276747	H16.03.002																				0.22908678693589576
520631294	Human	10955.672562049836	63.1972643583188		0.9265349277396768	0.61544240257132	70.77868852459021	0.952833743262488		667320197	17.0	748.063668495536	798.1574055294791	full	61	128	8705	6	67	159.0243	987.462793264045	521.710904819359	0.1144	0.1144	0.28	1038.3843966593	False	3D Neuron Reconstruction morphology	10752.5190100784	21058.1215672881	3561.2570799766704		H16.03.002.01.03.03	left	12141	"""middle temporal gyrus"""	MTG	12141	MTG	3	748.063668495536	6.0	61.0	0.9265349277396768	0.952833743262488	full	667320199.0	618211552	-44.96875	3.61985729979945		0.0179516259152289	150.0	31.946181680738892	7.66	130.548302872063	78.28124612569809	13.069913333333302	-70.5597610473633	11295.0	9432.0	/external/humancelltypes/prod55/specimen_520631294/min_xy_520631294.aff	85.0	271.0	103.0	0.254312811292068		2	1	1	0	intact	spiny	/api/v2/well_known_file_download/615966825	/api/v2/well_known_file_download/523010439	/api/v2/well_known_file_download/523010441	41 yrs	Female	epilepsy	unknown	34.0	Homo Sapiens	520276747	H16.03.002																				0.4080949558396418
