specimen_id	e-type	m-type	me-type	upright_angle	soma_distance_from_pia	estimated_shrinkage_factor	estimated_slice_angle	line_name	specimen__id	specimen__name	specimen__hemisphere	structure__id	structure__name	structure__acronym	structure_parent__id	structure_parent__acronym	structure__layer	nr__max_euclidean_distance	nr__number_stems	nr__number_bifurcations	nr__average_contraction	nr__average_parent_daughter_ratio	nr__reconstruction_type	nrwkf__id	erwkf__id	ef__fast_trough_v_long_square	ef__upstroke_downstroke_ratio_long_square	ef__adaptation	ef__f_i_curve_slope	ef__threshold_i_long_square	ef__tau	ef__avg_isi	ef__avg_firing_rate	ef__ri	ef__peak_t_ramp	ef__vrest	si__height	si__width	si__path	csl__x	csl__y	csl__z	csl__normalized_depth	cell_reporter_status	m__glif	m__biophys	m__biophys_perisomatic	m__biophys_all_active	tag__apical	tag__dendrite_type	morph_thumb_path	ephys_thumb_path	ephys_inst_thresh_thumb_path	donor__age	donor__sex	donor__disease_state	donor__race	donor__years_of_seizure_history	donor__species	donor__id	donor__name
313862167	Inh_13	Aspiny_1	ME_Inh_15	119.629704922695	408.467273222669	2.03059939232999	-21.2132685127	Sst-IRES-Cre	313862167	Sst-IRES-Cre;Ai14-167638.05.02.01	right	573	"""Lateral visual area, layer 4"""	VISl4	409	VISl	4	247.73779145289902	5.0	19.0	0.930363535415248	0.858529232947957	full	759904806.0	491199181	-58.15625	1.66391321202204	0.00312046281185448	0.41309525744985	130.0	12.185558878206999	30.758833333333303	32.5109860040206	181.874960660934	6.30261166666667	-79.63563537597659	5748.0	7583.0	/external/mousecelltypes/prod132/specimen_313862167/min_xy_313862167.aff	9279.53948496313	1831.03502009105	2151.24431991082	0.34021315400510305	positive	5	2	1	1		aspiny	/api/v2/well_known_file_download/759912542	/api/v2/well_known_file_download/487629223	/api/v2/well_known_file_download/491382005						Mus musculus	313401544	Sst-IRES-Cre;Ai14(IVSCC)-167638
313862274	Inh_6							Sst-IRES-Cre	313862274	Sst-IRES-Cre;Ai14-167636.03.02.01	right	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3								496894895	-62.1875	1.71716984563317	0.017017834700546998	0.424666666666666	90.0	25.5111962219593	53.671388888888906	18.6319009196913	169.062495231628	3.11533666666667	-64.2588348388672				9302.83982831063	1007.62450449125	3175.3647548642402	0.209667541020202	positive	5	0	0	0		aspiny		/api/v2/well_known_file_download/487629905	/api/v2/well_known_file_download/491377602						Mus musculus	313401532	Sst-IRES-Cre;Ai14(IVSCC)-167636
313862306	Inh_5							Sst-IRES-Cre	313862306	Sst-IRES-Cre;Ai14-167636.04.01.01	left	33	"""Primary visual area, layer 6a"""	VISp6a	385	VISp	6a	271.114696278605	6.0	15.0	0.8656865752501941	0.9200676059082871	dendrite-only	491119517.0	491199526	-59.937503814697294	1.79445181226487	0.0511459266237166	0.389952150227039	29.9999980926514	25.392944318488997	41.7639130434783	23.944116514153	367.656260728836	2.41301333333333	-72.709358215332	5737.0	5732.0	/external/mousecelltypes/prod132/specimen_313862306/min_xy_313862306.aff	8976.63502144556	1878.14058922573	8881.49685139748	0.759182556846569	positive	0	2	1	1		aspiny	/api/v2/well_known_file_download/487660664	/api/v2/well_known_file_download/487630536	/api/v2/well_known_file_download/491377010						Mus musculus	313401532	Sst-IRES-Cre;Ai14(IVSCC)-167636
313862373	Inh_2	Aspiny_4	ME_Inh_7	249.18314556635	926.652427745353	1.6147142701	-29.9856925684	Pvalb-IRES-Cre	313862373	Pvalb-IRES-Cre;Ai14-165171.03.01.01	left	74	"""Lateral visual area, layer 6a"""	VISl6a	409	VISl	6a	251.498886731254	6.0	21.0	0.888560724973797	1.1062000499500502	full	657294862.0	491202624	-62.468753814697294	1.2851960601820098		0.0545454545454543	630.0	6.52352915938128			67.500002682209	22.145867499999998	-76.8938217163086	5740.0	5738.0	/external/mousecelltypes/prod132/specimen_313862373/min_xy_313862373.aff	9465.94223174317	2210.36351644808	2482.08298338355	0.841596989467104	positive	0	0	0	0		aspiny	/api/v2/well_known_file_download/487660495	/api/v2/well_known_file_download/491383868	/api/v2/well_known_file_download/491383873						Mus musculus	312883105	Pvalb-IRES-Cre;Ai14(IVSCC)-165171
314529406	Exc_3							Rorb-IRES2-Cre	314529406	Rorb-IRES2-Cre-D;Ai14-168051.03.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								496895254	-49.9375	4.13520298008773	0.0235217354638565	0.219878048780488	50.0	27.682354871032	65.4935714285714	15.2686741337754	196.874961256981	2.6609266666666698	-73.4410629272461				9489.24257509068	1474.8342120564998	8534.603824381758	0.520472423076861	positive	2	0	0	0	truncated	spiny		/api/v2/well_known_file_download/487618126	/api/v2/well_known_file_download/491381326						Mus musculus	313401604	Rorb-IRES2-Cre-D;Ai14(IVSCC)-168051
314617802	Exc_3							Rorb-IRES2-Cre	314617802	Rorb-IRES2-Cre-D;Ai14-168052.03.01.01	left	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								496894956	-47.5	3.98920783498197	0.0203495168143888	0.19318181818181798	50.0	19.875900079163397	62.87	15.905837442341301	133.616149425507	2.9113516666666697	-69.93441772460939	5743.0	5743.0	/external/mousecelltypes/prod204/specimen_314617802/min_xy_314617802.aff	8953.33467809805	1183.71690677648	8066.72224006648	0.5866842982338011	positive	2	0	0	0	truncated	spiny		/api/v2/well_known_file_download/487618194	/api/v2/well_known_file_download/491383541						Mus musculus	313403614	Rorb-IRES2-Cre-D;Ai14(IVSCC)-168052
314642645	Exc_3	Spiny_3	ME_Exc_17	233.914695354004	372.68594296213	2.25123818099999	24.7731252511	Rorb-IRES2-Cre	314642645	Rorb-IRES2-Cre-D;Ai14-168052.03.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	420.59640830501604	8.0	19.0	0.87357712551597	0.8969654903237709	dendrite-only	491770142.0	491201802	-51.718753814697294	3.57332217163985	0.0361167845635076	0.242547660311958	50.0	20.371942491682397	59.8553125	16.7069547920245	230.468705296516	2.778125	-75.89622497558591	5728.0	5737.0	/external/mousecelltypes/prod149/specimen_314642645/min_xy_314642645.aff	9396.04120170065	1466.3942166571399	2676.18119992204	0.352524009520805	positive	5	2	1	1	intact	spiny	/api/v2/well_known_file_download/487660102	/api/v2/well_known_file_download/487623471	/api/v2/well_known_file_download/491377345						Mus musculus	313403614	Rorb-IRES2-Cre-D;Ai14(IVSCC)-168052
314800874	Exc_3							Rorb-IRES2-Cre	314800874	Rorb-IRES2-Cre-D;Ai14-168053.02.01.01	left	33	"""Primary visual area, layer 6a"""	VISp6a	385	VISp	6a								491201531	-49.0625	3.2982989780269	0.00683330501294464	0.17261904761904803	70.0	23.823725688453003	93.39388888888891	10.7073386909684	219.999998807907	3.6962300000000003	-75.969596862793	7621.0	7608.0	/external/mousecelltypes/prod170/specimen_314800874/min_xy_314800874.aff	9845.344642053891	2089.64368045818	8680.41408540404	0.877863491075355	positive	0	0	0	0	truncated	spiny		/api/v2/well_known_file_download/487620993	/api/v2/well_known_file_download/491376223						Mus musculus	313403626	Rorb-IRES2-Cre-D;Ai14(IVSCC)-168053
314800921	Exc_1							Rorb-IRES2-Cre	314800921	Rorb-IRES2-Cre-D;Ai14-168053.04.01.01	left	613	"""Lateral visual area, layer 5"""	VISl5	409	VISl	5								496895038	-43.9375	2.17762026805481		0.0734756124038056	110.0	30.339378850109302	43.574999999999896	22.948938611589302	255.62500953674302	6.049494999999999	-58.865020751953104	7615.0	11289.0	/external/mousecelltypes/prod149/specimen_314800921/min_xy_314800921.aff	8883.43364805553	1804.27266974255	9095.48995809595	0.6865836234475009	positive	5	0	0	0	truncated	spiny		/api/v2/well_known_file_download/487619835	/api/v2/well_known_file_download/491380267						Mus musculus	313403626	Rorb-IRES2-Cre-D;Ai14(IVSCC)-168053
314804042	Exc_3	Spiny_4	ME_Exc_16	238.336908655996	492.354330887226	2.87465360424	-12.5953674474	Rorb-IRES2-Cre	314804042	Rorb-IRES2-Cre-D;Ai14-168053.05.01.01	left	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5	422.170626147995	4.0	28.0	0.890830812861332	0.837657988583219	dendrite-only	491392790.0	491201620	-49.718753814697294	3.3875199989817597	0.0929322942815354	0.154761904761905	90.0	31.553622349184	101.34333333333299	9.86744729138575	215.624928474426	3.7446349999999997	-71.1050338745117	7582.0	5744.0	/external/mousecelltypes/prod149/specimen_314804042/min_xy_314804042.aff	8766.93193131801	1245.0648598059	8245.147191273829	0.49497835225346104	positive	0	1	1	0	intact	spiny	/api/v2/well_known_file_download/487659627	/api/v2/well_known_file_download/487618825	/api/v2/well_known_file_download/491384592						Mus musculus	313403626	Rorb-IRES2-Cre-D;Ai14(IVSCC)-168053
314822529	Exc_2	Spiny_16	ME_Exc_5	70.8545778321252	729.838719015647	2.30041944315	-4.24161550975	Rorb-IRES2-Cre	314822529	Rorb-IRES2-Cre-D;Ai14-168053.06.01.01	left	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5	710.533066729297	6.0	36.0	0.886591302322289	0.8673877995311421	dendrite-only	495334940.0	491202285	-48.65625	2.98233668566304		0.134138655833592	190.0	20.809883351675	49.12500000000011	20.356234096692102	146.718755364418	4.5722	-76.0803756713867	7599.0	11272.0	/external/mousecelltypes/prod149/specimen_314822529/min_xy_314822529.aff	8277.624721020391	1198.8021790822802	8089.544237466329	0.747127831486318	positive	5	2	1	1	intact	spiny	/api/v2/well_known_file_download/487659622	/api/v2/well_known_file_download/487620215	/api/v2/well_known_file_download/491384369						Mus musculus	313403626	Rorb-IRES2-Cre-D;Ai14(IVSCC)-168053
314831019	Exc_3	Spiny_8	ME_Exc_13	332.697089503007	512.471548365974	2.47328848437	11.8993817413	Scnn1a-Tg3-Cre	314831019	Scnn1a-Tg3-Cre;Ai14-168093.03.02.01	left	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5	536.186484809054	10.0	34.0	0.8494203426797571	0.9259491193295508	dendrite-only	491119595.0	491200590	-47.125	4.1983029988262	0.0551576635576852	0.15572429906542098	90.0	20.281715856068	128.938333333333	7.755645463593731	140.93761146068599	4.37395333333333	-76.5253677368164	7597.0	5742.0	/external/mousecelltypes/prod149/specimen_314831019/min_xy_314831019.aff	8766.93193131801	974.976888935706	7738.2123432750095	0.506814159839238	positive	0	2	1	1	intact	spiny	/api/v2/well_known_file_download/487660875	/api/v2/well_known_file_download/487622116	/api/v2/well_known_file_download/491382594						Mus musculus	313403638	Scnn1a-Tg3-Cre;Ai14(IVSCC)-168093
314857059	Exc_3							Scnn1a-Tg3-Cre	314857059	Scnn1a-Tg3-Cre;Ai14-168093.04.02.01	right	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3								491200774	-46.25	3.61729895258657	0.12276877146507699	0.151253127281873	230.0	9.34320676787352	43.94	22.7583067819754	205.758854746819	3.6071733333333302	-75.3563003540039				8900.0	742.0015599285131	3783.5676748709	0.44912224812613505	positive	0	0	0	0	intact	spiny		/api/v2/well_known_file_download/487622535	/api/v2/well_known_file_download/491380275						Mus musculus	313403638	Scnn1a-Tg3-Cre;Ai14(IVSCC)-168093
314900022	Exc_3	Spiny_7	ME_Exc_17	201.710075418404	415.799293726531	3.2956446788	23.0568515371999	Scnn1a-Tg3-Cre	314900022	Scnn1a-Tg3-Cre;Ai14-168093.03.01.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	411.17461447280505	5.0	18.0	0.911586975119153	0.93652043357519	dendrite-only	491770154.0	491200781	-50.750003814697294	2.62868207709795	0.0297156416156401	0.20573770491803303	50.0	26.099363769708802	49.5855263157895	20.1671752686745	267.96874403953603	2.4735424999999998	-73.1547622680664	7582.0	7588.0	/external/mousecelltypes/prod149/specimen_314900022/min_xy_314900022.aff	9396.04120170065	1349.79091487758	2929.8114346009497	0.39023392673006496	positive	2	1	1	0	intact	spiny	/api/v2/well_known_file_download/487660100	/api/v2/well_known_file_download/487623889	/api/v2/well_known_file_download/491376250						Mus musculus	313403638	Scnn1a-Tg3-Cre;Ai14(IVSCC)-168093
318331264	Inh_11							Pvalb-IRES-Cre	318331264	Pvalb-IRES-Cre;Ai14-169125.02.02.01	right	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								496894915	-62.562503814697294	1.4419865288070601	0.00304688494164343	1.925	170.0	6.7183968597514605	9.189212962962971	108.82324787013799	165.104165673256	7.67456333333333	-73.7939529418945	5746.0	5754.0	/external/mousecelltypes/prod155/specimen_318331264/min_xy_318331264.aff	9746.562443469058	1636.9340957612399	2924.32365351175	0.5572237131575379	positive	0	0	0	0		aspiny		/api/v2/well_known_file_download/487624068	/api/v2/well_known_file_download/491381435						Mus musculus	314059203	Pvalb-IRES-Cre;Ai14(IVSCC)-169125
318522838	Inh_11							Pvalb-IRES-Cre	318522838	Pvalb-IRES-Cre;Ai14-169129.06.02.01	right	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								491199806	-54.40625	1.61296669374501	0.004485655208844271	1.12142857142857	310.0	4.84332547283539	12.857402597402599	77.776206541282	103.281363844872	13.1381566666667	-77.5536880493164	5741.0	5734.0	/external/mousecelltypes/prod155/specimen_318522838/min_xy_318522838.aff	7993.724797389351	1309.41398720239	2842.2268273319896	0.598951940119569	positive	0	0	0	0		aspiny		/api/v2/well_known_file_download/487622869	/api/v2/well_known_file_download/491378430						Mus musculus	318293697	Pvalb-IRES-Cre;Ai14(IVSCC)-169129
318543876	Inh_11							Pvalb-IRES-Cre	318543876	Pvalb-IRES-Cre;Ai14-169130.03.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								491199761	-53.28125	1.4220381952377799	0.00212111528010105	1.3609244301228	130.0	8.44396598907817	11.1454494382023	89.72271648125609	205.624997615814	10.749189999999999	-63.8540267944336				9363.39617874845	1471.24701849224	8561.93506276346	0.5625200878015689	positive	0	0	0	0		aspiny		/api/v2/well_known_file_download/487622179	/api/v2/well_known_file_download/491383729						Mus musculus	318293709	Pvalb-IRES-Cre;Ai14(IVSCC)-169130
318553131	Inh_10							Pvalb-IRES-Cre	318553131	Pvalb-IRES-Cre;Ai14-169130.05.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								496894991	-60.59375	1.3276238321238	0.000457216917399045	0.47263167513269394	350.0	8.001564022145539	12.4246835443038	80.4849472772655	87.4999985098839	14.012846666666698	-79.72119140625	5750.0	7595.0	/external/mousecelltypes/prod155/specimen_318553131/min_xy_318553131.aff	8565.79784835731	1060.04797813193	3185.43751297654	0.5958554050747199	positive	0	0	0	0		aspiny		/api/v2/well_known_file_download/487636796	/api/v2/well_known_file_download/491381809						Mus musculus	318293709	Pvalb-IRES-Cre;Ai14(IVSCC)-169130
318556138	Inh_11							Pvalb-IRES-Cre	318556138	Pvalb-IRES-Cre;Ai14-169130.06.01.01	left	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								496894982	-64.40625	1.3789210568466699	0.00176158949381685	1.00594994191991	110.0	10.530063535090301	10.33	96.80542110358179	148.749992251396	6.68235	-70.4658660888672				8533.92849784295	1372.7473068923	8640.72029416292	0.649341825109582	positive	5	0	0	0		aspiny		/api/v2/well_known_file_download/487624146	/api/v2/well_known_file_download/491376087						Mus musculus	318293709	Pvalb-IRES-Cre;Ai14(IVSCC)-169130
318733871	Exc_3	Spiny_5	ME_Exc_19	131.809813649085	401.431631002106	3.62266885033	-12.4636693801	Nr5a1-Cre	318733871	Nr5a1-Cre;Ai14-169248.04.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	267.87096985201697	7.0	14.0	0.90931943521504	0.8643269422326809	dendrite-only	491253827.0	491198860	-46.03125	2.63304079954006	0.145804842185204	0.194859813084112	70.0	26.331740556466897	93.6733333333333	10.675396768913199	256.562560796738	3.459965	-72.63360595703121	5745.0	5746.0	/external/mousecelltypes/prod155/specimen_318733871/min_xy_318733871.aff	8909.0	1090.71508532769	3102.6719755442605	0.388759553459599	positive	5	1	1	0	intact	spiny	/api/v2/well_known_file_download/487660096	/api/v2/well_known_file_download/487611469	/api/v2/well_known_file_download/491381583						Mus musculus	318293721	Nr5a1-Cre;Ai14(IVSCC)-169248
318808427	Exc_3	Spiny_5	ME_Exc_20	151.219334330154	374.488624790967	2.23214285714	16.8075214683	Nr5a1-Cre	318808427	Nr5a1-Cre;Ai14-169250.03.02.01	left	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3	337.481991713454	4.0	16.0	0.9054749708609671	0.85848895358907	dendrite-only	491119756.0	491199000	-47.406253814697294	3.13266530006402	0.0165695667006764	0.200630260728423	130.0	15.8417259985815	61.639166666666696	16.2234509984182	189.06249105930303	5.72122666666667	-75.57073974609379	7585.0	7601.0	/external/mousecelltypes/prod254/specimen_318808427/min_xy_318808427.aff	9163.0377682256	1121.30074408351	8371.151113817241	0.33610408639461803	positive	2	2	1	1	intact	spiny	/api/v2/well_known_file_download/487661116	/api/v2/well_known_file_download/487610903	/api/v2/well_known_file_download/491380717						Mus musculus	318293733	Nr5a1-Cre;Ai14(IVSCC)-169250
320207387	Exc_3	Spiny_12	ME_Exc_13	216.29020924884	508.616821269614	2.21528546974	8.27964251061999	Scnn1a-Tg3-Cre	320207387	Scnn1a-Tg3-Cre;Ai14-170426.03.01.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	547.6686074543979	6.0	36.0	0.8932807440496071	0.866554624235737	dendrite-only	491392847.0	491201195	-48.40625	3.0986918206120895	0.11353204029935401	0.14621212150986904	170.0	15.7470055984322	91.175	10.967918837400598	171.562537550926	4.50525666666667	-67.6110000610352	7595.0	7581.0	/external/mousecelltypes/prod170/specimen_320207387/min_xy_320207387.aff	8650.43021458048	1044.3715856362899	3106.54285335313	0.501849374727372	positive	5	2	1	1	intact	spiny	/api/v2/well_known_file_download/487660944	/api/v2/well_known_file_download/487626531	/api/v2/well_known_file_download/491382380						Mus musculus	318293781	Scnn1a-Tg3-Cre;Ai14(IVSCC)-170426
320247631	Inh_11							Pvalb-IRES-Cre	320247631	Pvalb-IRES-Cre;Ai14-170927.03.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								663831311	-61.625	1.22665407211653	0.0017738146932770003	1.2912621122840702	190.0	7.82301366537247	9.49846153846154	105.280207321024	158.906206488609	10.094661666666699	-75.9061660766602				9594.00675704019	1802.35632720457	2461.1586384734696	0.5557979999999999	positive	0	0	0	0		aspiny		/api/v2/well_known_file_download/491381896	/api/v2/well_known_file_download/491381898						Mus musculus	319194354	Pvalb-IRES-Cre;Ai14(IVSCC)-170927
320421014	Inh_9							Pvalb-IRES-Cre	320421014	Pvalb-IRES-Cre;Ai14-170929.03.01.01	right	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								491199924	-71.40625	1.13040797385639		2.7594267497976204	370.0	6.335945987235639			98.2812494039536	14.155439999999999	-77.0708084106445	5752.0	5746.0	/external/mousecelltypes/prod170/specimen_320421014/min_xy_320421014.aff	9167.91611906308	1651.7166206188401	2786.1613395142	0.682335626092572	positive	0	0	0	0		aspiny		/api/v2/well_known_file_download/487636193	/api/v2/well_known_file_download/491381567						Mus musculus	319194366	Pvalb-IRES-Cre;Ai14(IVSCC)-170929
